date,pr,rmax,rmin,srad,tmin,tmax,tavg,gdd,cgdd,plant,year,location,
9/23/2023,0,81.6,35.7,179.2,9.15,21.25,15.2,15.2,,Winter wheat,2023,Othello,
9/24/2023,0.8,89,39.3,137.6,9.15,21.35,15.25,15.25,,Winter wheat,2023,Othello,
9/25/2023,0.6,82.8,47.7,113.8,12.85,21.25,17.05,17.05,,Winter wheat,2023,Othello,
9/26/2023,2.2,100,49.8,124.7,8.35,19.75,14.05,14.05,,Winter wheat,2023,Othello,
9/27/2023,1.1,100,46.8,85.3,5.55,18.55,12.05,12.05,,Winter wheat,2023,Othello,
9/28/2023,0,100,43.9,82.9,4.05,18.75,11.4,11.4,,Winter wheat,2023,Othello,
9/29/2023,0,100,50.6,144.8,4.15,16.05,10.1,10.1,,Winter wheat,2023,Othello,
9/30/2023,0,100,37.9,183.4,4.95,19.45,12.2,12.2,,Winter wheat,2023,Othello,
10/1/2023,0,81.5,23.1,183,4.85,21.05,12.95,12.95,,Winter wheat,2023,Othello,
10/2/2023,2.6,78.1,29.9,131.4,7.75,20.25,14,14,,Winter wheat,2023,Othello,
10/3/2023,0,100,43,164.6,9.25,22.05,15.65,15.65,,Winter wheat,2023,Othello,
10/4/2023,0,96.2,29.1,172.4,8.35,24.85,16.6,16.6,,Winter wheat,2023,Othello,
10/5/2023,0,96,25.9,169.9,8.25,26.25,17.25,17.25,,Winter wheat,2023,Othello,
10/6/2023,0,88.4,26.6,170.4,9.05,25.35,17.2,17.2,,Winter wheat,2023,Othello,
10/7/2023,0,89.9,24.6,167.6,8.85,26.45,17.65,17.65,,Winter wheat,2023,Othello,
10/8/2023,0,91.5,27.9,165.7,9.35,25.65,17.5,17.5,,Winter wheat,2023,Othello,
10/9/2023,0,81.5,30.4,137.7,9.55,22.75,16.15,16.15,,Winter wheat,2023,Othello,
10/10/2023,0.7,93.8,55.9,90.4,7.95,15.15,11.55,11.55,,Winter wheat,2023,Othello,
10/11/2023,0.3,100,50.4,99.6,5.65,16.85,11.25,0,0,Winter wheat,2023,Othello,Planted date
10/12/2023,0,100,39.6,157,4.35,18.65,11.5,11.5,11.5,Winter wheat,2023,Othello,
10/13/2023,0,100,32.1,148.7,3.95,19.65,11.8,11.8,23.3,Winter wheat,2023,Othello,
10/14/2023,0,81,33.9,119.4,8.15,19.65,13.9,13.9,37.2,Winter wheat,2023,Othello,
10/15/2023,0,81.8,36.2,90.2,9.45,20.35,14.9,14.9,52.1,Winter wheat,2023,Othello,
10/16/2023,0.3,100,56.5,73.3,6.65,15.25,10.95,10.95,63.05,Winter wheat,2023,Othello,
10/17/2023,0,100,38.3,120.2,4.95,18.45,11.7,11.7,74.75,Winter wheat,2023,Othello,
10/18/2023,0,89.1,24.4,142.1,4.45,21.45,12.95,12.95,87.7,Winter wheat,2023,Othello,
10/19/2023,0,81,18.6,141.1,4.95,23.65,14.3,14.3,102,Winter wheat,2023,Othello,
10/20/2023,0,80.2,20,135.6,6.45,24.35,15.4,15.4,117.4,Winter wheat,2023,Othello,
10/21/2023,0,91.2,31.3,136.5,7.05,21.55,14.3,14.3,131.7,Winter wheat,2023,Othello,
10/22/2023,0,100,37.1,63.9,6.25,20.05,13.15,13.15,144.85,Winter wheat,2023,Othello,
10/23/2023,0,99.7,36.8,124.5,3.35,16.85,10.1,10.1,154.95,Winter wheat,2023,Othello,
10/24/2023,7,85.1,52.2,104.1,3.55,9.95,6.75,6.75,161.7,Winter wheat,2023,Othello,
10/25/2023,1.6,100,72.9,104.7,-0.85,7.75,3.45,3.45,165.15,Winter wheat,2023,Othello,
10/26/2023,0,87.5,58.2,61.9,-0.25,5.05,2.4,2.4,167.55,Winter wheat,2023,Othello,
10/27/2023,0,100,47,66.8,-4.35,6.65,1.15,1.15,168.7,Winter wheat,2023,Othello,
10/28/2023,0,97.3,36.4,107,-5.75,6.65,0.45,0.45,169.15,Winter wheat,2023,Othello,
10/29/2023,0,93.3,34.2,126.2,-4.95,7.65,1.35,1.35,170.5,Winter wheat,2023,Othello,
10/30/2023,0,94,29.5,123.3,-4.65,9.85,2.6,2.6,173.1,Winter wheat,2023,Othello,
10/31/2023,0,94.6,36.9,119.3,-3.45,8.55,2.55,2.55,175.65,Winter wheat,2023,Othello,
11/1/2023,10.2,87.1,44.6,84.3,-0.65,8.15,3.75,3.75,179.4,Winter wheat,2023,Othello,
11/2/2023,0,100,86.2,61.6,2.55,7.85,5.2,5.2,184.6,Winter wheat,2023,Othello,
11/3/2023,5.3,100,59,97.3,2.85,11.05,6.95,6.95,191.55,Winter wheat,2023,Othello,
11/4/2023,5,100,78.1,46.8,5.55,12.45,9,9,200.55,Winter wheat,2023,Othello,
11/5/2023,2,100,64.5,94.5,5.05,13.45,9.25,9.25,209.8,Winter wheat,2023,Othello,
11/6/2023,2.3,94.4,65.4,51.7,7.15,12.55,9.85,9.85,219.65,Winter wheat,2023,Othello,
11/7/2023,0,100,46.7,59.2,1.05,13.75,7.4,7.4,227.05,Winter wheat,2023,Othello,
11/8/2023,0,98.5,40.6,90.7,-0.05,11.85,5.9,5.9,232.95,Winter wheat,2023,Othello,
11/9/2023,0,100,54.1,90.7,-0.85,7.65,3.4,3.4,236.35,Winter wheat,2023,Othello,
11/10/2023,0,100,55.7,79,0.75,9.15,4.95,4.95,241.3,Winter wheat,2023,Othello,
11/11/2023,0,84.3,41.2,50.8,3.85,13.45,8.65,8.65,249.95,Winter wheat,2023,Othello,
11/12/2023,0,94,48.2,74.6,2.75,11.95,7.35,7.35,257.3,Winter wheat,2023,Othello,
11/13/2023,0,100,50.8,64.9,-1.65,11.65,5,5,262.3,Winter wheat,2023,Othello,
11/14/2023,0.8,97.3,41.6,84.4,-1.35,9.95,4.3,4.3,266.6,Winter wheat,2023,Othello,
11/15/2023,1,100,73.1,26.7,-2.25,5.35,1.55,1.55,268.15,Winter wheat,2023,Othello,
11/16/2023,0,100,69,83.1,-3.35,4.85,0.75,0.75,268.9,Winter wheat,2023,Othello,
11/17/2023,0,100,72,69.2,-2.85,3.65,0.4,0.4,269.3,Winter wheat,2023,Othello,
11/18/2023,2.3,93.6,72.3,75.3,-0.55,3.25,1.35,1.35,270.65,Winter wheat,2023,Othello,
11/19/2023,0,100,46.2,44.3,-1.15,11.05,4.95,4.95,275.6,Winter wheat,2023,Othello,
11/20/2023,0,100,43.6,72.7,-2.45,8.65,3.1,3.1,278.7,Winter wheat,2023,Othello,
11/21/2023,1.1,94.1,48,70.5,-1.55,7.45,2.95,2.95,281.65,Winter wheat,2023,Othello,
11/22/2023,0,100,54.3,68,-0.85,8.55,3.85,3.85,285.5,Winter wheat,2023,Othello,
11/23/2023,0,84.7,41,76.3,-1.05,8.35,3.65,3.65,289.15,Winter wheat,2023,Othello,
11/24/2023,0,100,35.9,76.4,-5.85,7.45,0.8,0.8,289.95,Winter wheat,2023,Othello,
11/25/2023,0,98.1,48.9,73.9,-6.35,2.75,-1.8,0,289.95,Winter wheat,2023,Othello,
11/26/2023,0,92.7,53.4,68.4,-4.75,2.55,-1.1,0,289.95,Winter wheat,2023,Othello,
11/27/2023,0,100,49.7,73.9,-6.15,3.05,-1.55,0,289.95,Winter wheat,2023,Othello,
11/28/2023,0,91.5,74.2,73,-5.35,-2.25,-3.8,0,289.95,Winter wheat,2023,Othello,
11/29/2023,0,76.8,64.9,71.8,-3.75,-1.45,-2.6,0,289.95,Winter wheat,2023,Othello,
11/30/2023,1.6,89.1,73.3,41.2,-3.15,-0.25,-1.7,0,289.95,Winter wheat,2023,Othello,
12/1/2023,2.1,100,81.5,42.9,-6.55,0.95,-2.8,0,289.95,Winter wheat,2023,Othello,
12/2/2023,3.3,88,53.8,61.4,0.15,7.95,4.05,4.05,294,Winter wheat,2023,Othello,
12/3/2023,4.9,91.3,71.5,25.2,0.15,4.65,2.4,2.4,296.4,Winter wheat,2023,Othello,
12/4/2023,5.5,98.1,75,20.1,0.75,5.65,3.2,3.2,299.6,Winter wheat,2023,Othello,
12/5/2023,8.3,100,72.5,18.4,4.95,11.55,8.25,8.25,307.85,Winter wheat,2023,Othello,
12/6/2023,12.2,100,82.7,23.1,5.65,10.55,8.1,8.1,315.95,Winter wheat,2023,Othello,
12/7/2023,0,100,74.3,54.7,1.45,8.25,4.85,4.85,320.8,Winter wheat,2023,Othello,
12/8/2023,0,99.8,52.4,26.9,-1.75,8.15,3.2,3.2,324,Winter wheat,2023,Othello,
12/9/2023,6.2,90,72.4,45.9,-1.25,2.85,0.8,0.8,324.8,Winter wheat,2023,Othello,
12/10/2023,0.3,91.5,85.7,46.9,1.25,3.35,2.3,2.3,327.1,Winter wheat,2023,Othello,
12/11/2023,0,87.9,77.4,24,1.75,4.65,3.2,3.2,330.3,Winter wheat,2023,Othello,
12/12/2023,0,72.1,65.4,58.9,3.05,5.35,4.2,4.2,334.5,Winter wheat,2023,Othello,
12/13/2023,0,79.6,59.4,62.5,0.35,5.35,2.85,2.85,337.35,Winter wheat,2023,Othello,
12/14/2023,0,80.3,61.3,38.3,0.15,4.85,2.5,2.5,339.85,Winter wheat,2023,Othello,
12/15/2023,0,90,53.6,57.8,-1.45,6.65,2.6,2.6,342.45,Winter wheat,2023,Othello,
12/16/2023,0,83.5,76.5,54.8,-0.65,1.65,0.5,0.5,342.95,Winter wheat,2023,Othello,
12/17/2023,0,78.2,73,60.2,-0.15,1.85,0.85,0.85,343.8,Winter wheat,2023,Othello,
12/18/2023,5.3,82.7,77.6,29,-0.15,1.85,0.85,0.85,344.65,Winter wheat,2023,Othello,
12/19/2023,1.3,84.2,67.7,24.1,1.55,5.65,3.6,3.6,348.25,Winter wheat,2023,Othello,
12/20/2023,0.4,71.5,69.4,55,3.05,4.45,3.75,3.75,352,Winter wheat,2023,Othello,
12/21/2023,0.4,71.7,69.6,49.6,2.05,3.45,2.75,2.75,354.75,Winter wheat,2023,Othello,
12/22/2023,1,93.5,73.7,22.4,-1.55,2.85,0.65,0.65,355.4,Winter wheat,2023,Othello,
12/23/2023,0,98.6,53.6,60.9,-3.85,5.45,0.8,0.8,356.2,Winter wheat,2023,Othello,
12/24/2023,0,96.1,69.4,60.9,-4.35,1.15,-1.6,0,356.2,Winter wheat,2023,Othello,
12/25/2023,1.9,86.7,60.5,35.9,-2.85,3.05,0.1,0.1,356.3,Winter wheat,2023,Othello,
12/26/2023,0,84.5,72.5,57.1,-0.05,3.15,1.55,1.55,357.85,Winter wheat,2023,Othello,
12/27/2023,1.2,90.6,61,37.5,-0.45,6.05,2.8,2.8,360.65,Winter wheat,2023,Othello,
12/28/2023,0,100,63.9,48.9,-0.95,6.35,2.7,2.7,363.35,Winter wheat,2023,Othello,
12/29/2023,0,98.6,55.1,51.7,0.45,9.65,5.05,5.05,368.4,Winter wheat,2023,Othello,
12/30/2023,0.3,98.7,73.1,27.4,-0.45,4.85,2.2,2.2,370.6,Winter wheat,2023,Othello,
12/31/2023,0,86.8,81,61,0.35,2.45,1.4,1.4,372,Winter wheat,2023,Othello,
1/1/2024,0.8,74,74,52.5,1.15,2.65,1.9,1.9,373.9,Winter wheat,2024,Othello,
1/2/2024,5.2,75.6,73.7,53.1,1.05,2.95,2,2,375.9,Winter wheat,2025,Othello,
1/3/2024,0.7,87.3,80.7,25.9,0.65,3.35,2,2,377.9,Winter wheat,2026,Othello,
1/4/2024,0.7,92,64.7,27.8,-1.15,5.25,2.05,2.05,379.95,Winter wheat,2027,Othello,
1/5/2024,0.3,86.2,57.1,44.7,-0.85,6.35,2.75,2.75,382.7,Winter wheat,2028,Othello,
1/6/2024,0,99.3,59.2,49.2,-2.05,6.65,2.3,2.3,385,Winter wheat,2029,Othello,
1/7/2024,0,96.6,58.4,60,-3.35,5.05,0.85,0.85,385.85,Winter wheat,2030,Othello,
1/8/2024,2.7,95.7,62,32.4,-2.45,5.05,1.3,1.3,387.15,Winter wheat,2031,Othello,
1/9/2024,1.7,93.1,66.7,52.1,0.05,6.25,3.15,3.15,390.3,Winter wheat,2032,Othello,
1/10/2024,0,100,68.1,54.3,-4.35,4.95,0.3,0.3,390.6,Winter wheat,2033,Othello,
1/11/2024,0.3,100,76.2,41.4,-13.55,2.35,-5.6,0,390.6,Winter wheat,2034,Othello,
1/12/2024,0,100,70.5,31.6,-19.45,-12.55,-16,0,390.6,Winter wheat,2035,Othello,
1/13/2024,0,64.5,42.9,65.5,-19.55,-13.35,-16.45,0,390.6,Winter wheat,2036,Othello,
1/14/2024,0,81.1,52.5,65.1,-16.35,-9.55,-12.95,0,390.6,Winter wheat,2037,Othello,
1/15/2024,0,100,59,66.6,-16.85,-8.05,-12.45,0,390.6,Winter wheat,2038,Othello,
1/16/2024,0.4,100,72.2,62,-15.65,-8.15,-11.9,0,390.6,Winter wheat,2039,Othello,
1/17/2024,0.3,100,100,29.1,-15.45,-7.85,-11.65,0,390.6,Winter wheat,2040,Othello,
1/18/2024,3.3,100,93.1,34.2,-11.75,-3.05,-7.4,0,390.6,Winter wheat,2041,Othello,
1/19/2024,1.4,100,94.1,35.8,-4.65,-1.55,-3.1,0,390.6,Winter wheat,2042,Othello,
1/20/2024,3.9,100,85.8,53,-3.75,0.55,-1.6,0,390.6,Winter wheat,2043,Othello,
1/21/2024,3.4,100,88.1,32.3,-1.45,2.15,0.35,0.35,390.95,Winter wheat,2044,Othello,
1/22/2024,0.5,97,84.1,30.2,-0.15,3.45,1.65,1.65,392.6,Winter wheat,2045,Othello,
1/23/2024,0.9,95.5,86.5,41.4,-0.45,2.55,1.05,1.05,393.65,Winter wheat,2046,Othello,
1/24/2024,1.1,86.6,77,32.7,-0.05,3.15,1.55,1.55,395.2,Winter wheat,2047,Othello,
1/25/2024,0.5,94.6,85,36.6,-0.75,2.35,0.8,0.8,396,Winter wheat,2048,Othello,
1/26/2024,4.5,92.2,72.5,64.5,-0.55,4.35,1.9,1.9,397.9,Winter wheat,2049,Othello,
1/27/2024,4.6,92.1,73.2,27.2,1.05,5.85,3.45,3.45,401.35,Winter wheat,2050,Othello,
1/28/2024,0,91.2,57.6,60.8,1.05,9.05,5.05,5.05,406.4,Winter wheat,2051,Othello,
1/29/2024,0,90.1,42.5,76.5,0.75,12.85,6.8,6.8,413.2,Winter wheat,2052,Othello,
1/30/2024,0.4,95.4,64.3,64.5,0.95,8.05,4.5,4.5,417.7,Winter wheat,2053,Othello,
1/31/2024,1.8,98,60.9,42.4,1.95,10.25,6.1,6.1,423.8,Winter wheat,2054,Othello,
2/1/2024,0.5,91.9,65.1,39.1,3.95,9.95,6.95,6.95,430.75,Winter wheat,2055,Othello,
2/2/2024,0,98.9,82.4,60.8,3.25,7.05,5.15,5.15,435.9,Winter wheat,2056,Othello,
2/3/2024,0,95.8,69.7,79.9,1.75,7.35,4.55,4.55,440.45,Winter wheat,2057,Othello,
2/4/2024,1,90.6,51,84,0.65,9.65,5.15,5.15,445.6,Winter wheat,2058,Othello,
2/5/2024,2.3,79,60.2,27.6,2.85,7.65,5.25,5.25,450.85,Winter wheat,2059,Othello,
2/6/2024,0.4,87.6,64.7,58.3,1.45,6.75,4.1,4.1,454.95,Winter wheat,2060,Othello,
2/7/2024,0,95.9,62.3,66.9,0.75,7.85,4.3,4.3,459.25,Winter wheat,2061,Othello,
2/8/2024,0,85.4,50,80.4,0.95,9.35,5.15,5.15,464.4,Winter wheat,2062,Othello,
2/9/2024,0,100,48.3,95.8,-1.85,9.35,3.75,3.75,468.15,Winter wheat,2063,Othello,
2/10/2024,0,98.2,48.1,82.3,-2.25,8.55,3.15,3.15,471.3,Winter wheat,2064,Othello,
2/11/2024,0,86.6,53,43,0.75,8.55,4.65,4.65,475.95,Winter wheat,2065,Othello,
2/12/2024,0,100,59.4,53.7,-0.25,9.25,4.5,4.5,480.45,Winter wheat,2066,Othello,
2/13/2024,0,97,50.9,115.9,-1.35,8.55,3.6,3.6,484.05,Winter wheat,2067,Othello,
2/14/2024,0.5,75.8,57.2,112,-0.15,4.65,2.25,2.25,486.3,Winter wheat,2068,Othello,
2/15/2024,0,100,80.4,39.4,-4.75,1.25,-1.75,0,486.3,Winter wheat,2069,Othello,
2/16/2024,0,94.8,54.3,122.8,-4.95,3.55,-0.7,0,486.3,Winter wheat,2070,Othello,
2/17/2024,0,88.3,51.7,111.7,-3.65,4.55,0.45,0.45,486.75,Winter wheat,2071,Othello,
2/18/2024,0.5,78,71.9,55.9,1.05,3.25,2.15,2.15,488.9,Winter wheat,2072,Othello,
2/19/2024,1.3,76.1,57.8,62.5,2.25,7.05,4.65,4.65,493.55,Winter wheat,2073,Othello,
2/20/2024,0,78.2,57.4,88.7,2.75,8.05,5.4,5.4,498.95,Winter wheat,2074,Othello,
2/21/2024,0.5,91.2,55.1,60.4,1.75,9.85,5.8,5.8,504.75,Winter wheat,2075,Othello,
2/22/2024,3.5,99.8,47.5,129.7,0.35,11.75,6.05,6.05,510.8,Winter wheat,2076,Othello,
2/23/2024,1.3,94.1,39.3,123.5,0.05,13.15,6.6,6.6,517.4,Winter wheat,2077,Othello,
2/24/2024,2.3,78.7,45.8,117.6,3.25,11.75,7.5,7.5,524.9,Winter wheat,2078,Othello,
2/25/2024,0,100,56.4,73,0.65,11.95,6.3,6.3,531.2,Winter wheat,2079,Othello,
2/26/2024,0,84.2,32.3,85.5,-0.35,13.65,6.65,6.65,537.85,Winter wheat,2080,Othello,
2/27/2024,0,71.7,24.9,116.6,-0.35,14.65,7.15,7.15,545,Winter wheat,2081,Othello,
2/28/2024,0,100,40.4,58.2,0.15,16.15,8.15,8.15,553.15,Winter wheat,2082,Othello,
2/29/2024,0,100,32.6,106.9,0.65,17.35,9,9,562.15,Winter wheat,2083,Othello,
3/1/2024,0.9,81.7,40.5,161.7,0.25,9.25,4.75,4.75,566.9,Winter wheat,2084,Othello,
3/2/2024,0,98.6,41.3,120,-2.85,8.65,2.9,2.9,569.8,Winter wheat,2085,Othello,
3/3/2024,0,91.2,38.4,154.8,-2.65,8.55,2.95,2.95,572.75,Winter wheat,2086,Othello,
3/4/2024,0,92.4,37.8,118.3,-2.65,8.95,3.15,3.15,575.9,Winter wheat,2087,Othello,
3/5/2024,0,99.6,35.7,184,-4.75,8.55,1.9,1.9,577.8,Winter wheat,2088,Othello,
3/6/2024,0,93,31.1,187.6,-5.25,8.65,1.7,1.7,579.5,Winter wheat,2089,Othello,
3/7/2024,0,80.4,27.3,190.8,-4.05,9.25,2.6,2.6,582.1,Winter wheat,2090,Othello,
3/8/2024,0,88.5,25.6,125.1,-3.25,12.45,4.6,4.6,586.7,Winter wheat,2091,Othello,
3/9/2024,0.5,93.8,29.1,133.1,-1.25,14.05,6.4,6.4,593.1,Winter wheat,2092,Othello,
3/10/2024,0,86.2,36.4,104.8,2.85,14.25,8.55,8.55,601.65,Winter wheat,2093,Othello,
3/11/2024,1.1,99.7,44.9,127.2,1.55,12.45,7,7,608.65,Winter wheat,2094,Othello,
3/12/2024,0,100,39.9,99.5,-0.85,14.55,6.85,6.85,615.5,Winter wheat,2095,Othello,
3/13/2024,0,100,29.2,203.7,-2.55,13.85,5.65,5.65,621.15,Winter wheat,2096,Othello,
3/14/2024,0,100,27,205.7,-2.05,15.15,6.55,6.55,627.7,Winter wheat,2097,Othello,
3/15/2024,0,94.3,26.1,205.4,0.65,17.65,9.15,9.15,636.85,Winter wheat,2098,Othello,
3/16/2024,0,90.6,22.9,207.9,3.05,21.35,12.2,12.2,649.05,Winter wheat,2099,Othello,
3/17/2024,0,96.8,24.9,210.1,3.45,21.85,12.65,12.65,661.7,Winter wheat,2100,Othello,
3/18/2024,0,94.9,25.1,212.7,5.15,23.35,14.25,14.25,675.95,Winter wheat,2101,Othello,
3/19/2024,0,100,26.7,214.9,4.55,23.95,14.25,14.25,690.2,Winter wheat,2102,Othello,
3/20/2024,0,90.3,29.9,216.8,4.95,19.95,12.45,12.45,702.65,Winter wheat,2103,Othello,
3/21/2024,0,87.7,32.9,193.8,4.85,18.05,11.45,11.45,714.1,Winter wheat,2104,Othello,
3/22/2024,1.4,99.8,38,143.1,4.25,17.65,10.95,10.95,725.05,Winter wheat,2105,Othello,
3/23/2024,1.6,90.2,46.8,175.5,5.75,14.75,10.25,10.25,735.3,Winter wheat,2106,Othello,
3/24/2024,0,100,35.6,126.9,0.95,15.75,8.35,8.35,743.65,Winter wheat,2107,Othello,
3/25/2024,0,100,34.2,166.2,-0.45,14.55,7.05,7.05,750.7,Winter wheat,2108,Othello,
3/26/2024,0,100,32.4,146.8,0.65,15.95,8.3,8.3,759,Winter wheat,2109,Othello,
3/27/2024,6.7,100,61.4,91.5,3.15,10.05,6.6,6.6,765.6,Winter wheat,2110,Othello,
3/28/2024,0,89,41.6,198.3,3.25,13.45,8.35,8.35,773.95,Winter wheat,2111,Othello,
3/29/2024,0,86.8,31,228.7,1.35,14.85,8.1,8.1,782.05,Winter wheat,2112,Othello,
3/30/2024,0,80.9,24.9,248.9,1.15,16.25,8.7,8.7,790.75,Winter wheat,2113,Othello,
3/31/2024,0,68.6,22.3,253.1,2.35,16.35,9.35,9.35,800.1,Winter wheat,2114,Othello,
4/1/2024,0,75.3,19.5,246.1,3.65,21.05,12.35,12.35,812.45,Winter wheat,2115,Othello,
4/2/2024,0,83.8,22.4,244,6.95,24.95,15.95,15.95,828.4,Winter wheat,2116,Othello,
4/3/2024,0,97.6,50.4,172.1,3.05,12.25,7.65,7.65,836.05,Winter wheat,2117,Othello,
4/4/2024,2.6,89.9,62.6,93.2,3.25,8.25,5.75,5.75,841.8,Winter wheat,2118,Othello,
4/5/2024,0.9,82.9,49.7,148.2,2.85,9.65,6.25,6.25,848.05,Winter wheat,2119,Othello,
4/6/2024,0,95.7,36.3,128,1.45,14.65,8.05,8.05,856.1,Winter wheat,2120,Othello,
4/7/2024,0,100,33.8,192.7,0.35,15.65,8,8,864.1,Winter wheat,2121,Othello,
4/8/2024,0,100,36.5,183.2,1.05,14.85,7.95,7.95,872.05,Winter wheat,2122,Othello,
4/9/2024,0,100,33.6,223.8,2.25,18.25,10.25,10.25,882.3,Winter wheat,2123,Othello,
4/10/2024,0,95.4,27.5,262.7,0.45,17.15,8.8,8.8,891.1,Winter wheat,2124,Othello,
4/11/2024,0,89.1,27.9,220.7,3.45,19.15,11.3,11.3,902.4,Winter wheat,2125,Othello,
4/12/2024,0,91.9,35.5,195.5,5.55,18.75,12.15,12.15,914.55,Winter wheat,2126,Othello,
4/13/2024,0,100,28.7,269,5.65,23.65,14.65,14.65,929.2,Winter wheat,2127,Othello,
4/14/2024,0,93.5,24.4,279.1,7.25,26.05,16.65,16.65,945.85,Winter wheat,2128,Othello,
4/15/2024,0,78.3,27.7,278.6,5.55,19.35,12.45,12.45,958.3,Winter wheat,2129,Othello,
4/16/2024,0,91.5,29.4,256.9,-0.55,14.45,6.95,6.95,965.25,Winter wheat,2130,Othello,
4/17/2024,0,73.4,20.1,295.9,-0.55,15.55,7.5,7.5,972.75,Winter wheat,2131,Othello,
4/18/2024,0,67.8,19,296.9,0.75,16.35,8.55,8.55,981.3,Winter wheat,2132,Othello,
4/19/2024,0,71.6,19.9,299.3,2.05,18.15,10.1,10.1,991.4,Winter wheat,2133,Othello,
4/20/2024,0,77.5,19.5,272.6,3.35,21.25,12.3,12.3,1003.7,Winter wheat,2134,Othello,
4/21/2024,0,81.8,24.8,281.7,1.25,16.75,9,9,1012.7,Winter wheat,2135,Othello,
4/22/2024,0,76.8,19.8,304.9,0.35,17.55,8.95,8.95,1021.65,Winter wheat,2136,Othello,
4/23/2024,0,79.4,18.5,285.2,2.25,21.05,11.65,11.65,1033.3,Winter wheat,2137,Othello,
4/24/2024,0,76.8,21.9,235.8,4.15,20.55,12.35,12.35,1045.65,Winter wheat,2138,Othello,
4/25/2024,0,100,42,126.6,5.45,17.95,11.7,11.7,1057.35,Winter wheat,2139,Othello,
4/26/2024,0,100,36.8,224.7,5.55,20.05,12.8,12.8,1070.15,Winter wheat,2140,Othello,
4/27/2024,0,91.8,36,211.2,4.65,17.55,11.1,11.1,1081.25,Winter wheat,2141,Othello,
4/28/2024,0,94.2,33.8,192.6,3.55,17.65,10.6,10.6,1091.85,Winter wheat,2142,Othello,
4/29/2024,0,93.6,32.4,262.1,0.95,15.25,8.1,8.1,1099.95,Winter wheat,2143,Othello,
4/30/2024,0,87.9,31.4,121.6,0.55,14.75,7.65,7.65,1107.6,Winter wheat,2144,Othello,
5/1/2024,0,83.9,23.4,338.4,0.05,17.25,8.65,8.65,1116.25,Winter wheat,2145,Othello,
5/2/2024,0,76.4,18.4,336,1.05,19.95,10.5,10.5,1126.75,Winter wheat,2146,Othello,
5/3/2024,0,90.5,23.4,333.1,2.85,21.75,12.3,12.3,1139.05,Winter wheat,2147,Othello,
5/4/2024,0.9,71.7,39.2,159.6,10.15,18.65,14.4,14.4,1153.45,Winter wheat,2148,Othello,
5/5/2024,6.7,100,78.6,160.2,5.85,12.45,9.15,9.15,1162.6,Winter wheat,2149,Othello,
5/6/2024,0,97.4,36.7,267.2,3.95,18.05,11,11,1173.6,Winter wheat,2150,Othello,
5/7/2024,0,79.4,27,331.3,3.55,18.35,10.95,10.95,1184.55,Winter wheat,2151,Othello,
5/8/2024,0,76.3,20.4,331.5,3.75,21.65,12.7,12.7,1197.25,Winter wheat,2152,Othello,
5/9/2024,0,87.3,19.5,345,5.45,26.55,16,16,1213.25,Winter wheat,2153,Othello,
5/10/2024,0,81.1,20.5,344.5,10.05,29.85,19.95,19.95,1233.2,Winter wheat,2154,Othello,
5/11/2024,0,77.3,19.9,346.6,11.35,30.85,21.1,21.1,1254.3,Winter wheat,2155,Othello,
5/12/2024,0,72.8,18.5,350.4,11.45,30.85,21.15,21.15,1275.45,Winter wheat,2156,Othello,
5/13/2024,0,79,24.4,332,9.75,26.55,18.15,18.15,1293.6,Winter wheat,2157,Othello,
5/14/2024,0,77.1,21.9,350.2,8.95,26.75,17.85,17.85,1311.45,Winter wheat,2158,Othello,
5/15/2024,0,75.2,21.7,344.3,10.55,28.25,19.4,19.4,1330.85,Winter wheat,2159,Othello,
5/16/2024,0,84.6,23.9,340.7,9.45,27.75,18.6,18.6,1349.45,Winter wheat,2160,Othello,
5/17/2024,0,78.4,24.4,363.7,3.95,19.95,11.95,11.95,1361.4,Winter wheat,2161,Othello,
5/18/2024,0,77.3,23.1,312.5,3.85,20.35,12.1,12.1,1373.5,Winter wheat,2162,Othello,
5/19/2024,0,73.3,24.1,313.8,5.25,20.45,12.85,12.85,1386.35,Winter wheat,2163,Othello,
5/20/2024,0,77.9,21.6,364,5.15,22.85,14,14,1400.35,Winter wheat,2164,Othello,
5/21/2024,2.5,84.7,39,189.3,5.95,17.05,11.5,11.5,1411.85,Winter wheat,2165,Othello,
5/22/2024,1.2,95.5,49.5,198.5,5.35,15.05,10.2,10.2,1422.05,Winter wheat,2166,Othello,
5/23/2024,0,96.4,32,361.7,5.55,21.55,13.55,13.55,1435.6,Winter wheat,2167,Othello,
5/24/2024,0,87.8,27.1,291.8,6.25,23.05,14.65,14.65,1450.25,Winter wheat,2168,Othello,
5/25/2024,0,87.1,30.5,292.2,5.25,20.15,12.7,12.7,1462.95,Winter wheat,2169,Othello,
5/26/2024,0,89,27.3,285.1,5.15,21.95,13.55,13.55,1476.5,Winter wheat,2170,Othello,
5/27/2024,0,90.3,26.2,341.3,7.95,25.95,16.95,16.95,1493.45,Winter wheat,2171,Othello,
5/28/2024,0,100,31.1,267,6.55,24.25,15.4,15.4,1508.85,Winter wheat,2172,Othello,
5/29/2024,0,90.3,27.1,273.3,3.05,19.95,11.5,11.5,1520.35,Winter wheat,2173,Othello,
5/30/2024,0,86.4,24.5,373.1,2.95,20.45,11.7,11.7,1532.05,Winter wheat,2174,Othello,
